from,to,kat1a_rsd,kat1_rsd,kat2_rsd,kat3_rsd,kat4_rsd,kat1a_eur,kat1_eur,kat2_eur,kat3_eur,kat4_eur
"Niš sever","Lajkovac",700,1390,2100,4190,8390,6.5,12,18.5,36.5,72.5
"Niš sever","Ljig",770,1530,2300,4600,9200,7.5,13.5,20.5,40,79
"Niš sever","Merošina",30,60,100,190,390,0.5,1,1,2,3.5
"Niš sever","Niš istok",20,40,50,110,220,0.5,0.5,0.5,1,2
"Niš sever","Niš Malča",40,80,120,230,460,0.5,1,1.5,2,4
"Niš sever","Bela Palanka",130,260,390,780,1560,1.5,2.5,3.5,7,13.5
"Niš sever","Pirot zapad",200,400,600,1200,2390,2,3.5,5.5,10.5,20.5
"Niš sever","Pirot istok",230,470,700,1410,2820,2,4.5,6,12.5,24.5
"Niš sever","Čačak (Pakovraće)",950,1890,2840,5680,11350,9,16.5,25,49,97.5
"Niš sever","Hrtkovci",730,1450,2180,4350,8710,7,12.5,19.5,38,75
"Niš sever","Šabac",770,1520,2290,4580,9160,7.5,13,20.5,40,79
"Niš sever","Kruševac istok",230,470,700,1400,2800,2,4.5,6,12,24
"Niš sever","Kruševac zapad",240,480,710,1430,2860,2.5,4.5,6.5,12.5,24.5
"Niš sever","Koševi",260,510,770,1530,3060,2.5,4.5,7,13.5,26.5
"Niš sever","Velika Drenova",280,550,830,1660,3320,2.5,5,7.5,14.5,28.5
"Niš sever","Trstenik",310,630,940,1890,3780,3,5.5,8.5,16.5,32.5
"Niš sever","Vrnjačka Banja",350,690,1040,2080,4170,3,6,9,18,36
"Niš sever","Lučani",1020,2030,3050,6100,12200,9.5,17.5,27,53,105
"Niš sever","Prilipac",1070,2120,3190,6380,12760,10,18.5,28,55,109.5
"Niš sever","Vrba",390,770,1160,2310,4630,3.5,7,10,20,40
"Niš sever","Adrani",1000,1980,2980,5950,11910,9.5,17,26,51.5,102.5
"Niš istok","Subotica",1030,2060,3090,6170,12350,9.5,18,27,53.5,106
"Niš istok","Žednik",980,1940,2920,5830,11670,9,17,25.5,50.5,100.5
"Niš istok","Bačka Topola",940,1880,2820,5630,11260,8.5,16.5,25,49,97
"Niš istok","Feketić",890,1760,2650,5290,10590,8,15.5,23.5,46,91
"Niš istok","Vrbas",860,1710,2570,5130,10260,8,15,22.5,44.5,88.5
"Niš istok","Zmajevo",820,1640,2460,4920,9840,7.5,14.5,21.5,43,85
"Niš istok","Novi Sad",780,1550,2330,4650,9300,7,13.5,20.5,40.5,80
"Niš istok","Kovilj",730,1440,2170,4330,8670,7,12.5,19,37.5,75
"Niš istok","Beška",680,1360,2040,4070,8140,6.5,12,18,35.5,70.5
"Niš istok","Maradik",670,1330,2000,4000,7990,6.5,12,18,35,69
"Niš istok","Inđija",660,1310,1960,3920,7840,6,11.5,17.5,34,67.5
"Niš istok","Beograd",610,1210,1820,3630,7260,5.5,10.5,16,31.5,62.5
"Niš istok","Mali Požarevac",550,1110,1660,3330,6650,5,9.5,14.5,28.5,57
"Niš istok","Umčari",540,1070,1610,3220,6440,5,9.5,14,28,55.5
"Niš istok","Vodanj",520,1040,1560,3120,6250,4.5,9,13.5,27,53.5
"Niš istok","Kolari",500,1010,1510,3020,6050,4.5,9,13,26,52
"Niš istok","Smederevo",490,980,1460,2930,5860,4.5,8.5,12.5,25.5,50.5
"Niš istok","Požarevac",480,970,1450,2910,5810,4.5,8.5,12.5,25,50
"Niš istok","Velika Plana",410,810,1220,2430,4860,4,7,10.5,21,42
"Niš istok","Markovac",370,750,1120,2240,4480,3.5,6.5,10,19.5,38.5
"Niš istok","Lapovo",360,710,1070,2140,4270,3.5,6.5,9.5,18.5,36.5
"Niš istok","Batočina",350,690,1040,2070,4150,3,6,9,18,35.5
"Niš istok","Jagodina",290,570,860,1720,3440,2.5,5,7.5,15,29.5
"Niš istok","Ćuprija",250,500,750,1500,3010,2.5,4.5,6.5,13,26
"Niš istok","Paraćin",220,440,660,1330,2660,2,4,6,11.5,23
"Niš istok","Ćićevac",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Niš istok","Ražanj",150,310,460,920,1840,1.5,3,4,8,16
"Niš istok","Aleksinački Rudnici",100,190,290,580,1150,1,2,2.5,5,10
"Niš istok","Aleksinac",80,160,250,490,990,1,1.5,2.5,4.5,8.5
"Niš istok","Niš jug",30,70,100,210,420,0.5,1,1,2,4
"Niš istok","Doljevac",80,160,240,480,950,1,1.5,2.5,4.5,8.5
"Niš istok","Brestovac",100,190,290,570,1150,1,2,2.5,5,10
"Niš istok","Leskovac centar",120,230,350,690,1390,1.5,2,3,6,12
"Niš istok","Leskovac jug",160,320,480,960,1920,1.5,3,4.5,8.5,16.5
"Niš istok","Grdelica",190,380,570,1140,2280,2,3.5,5,10,19.5
"Niš istok","Predejane",230,470,700,1410,2820,2,4.5,6,12.5,24.5
"Niš istok","Vladičin Han",300,610,910,1830,3650,3,5.5,8,16,31.5
"Niš istok","Vranje",370,740,1110,2210,4420,3.5,6.5,9.5,19,38
"Niš istok","Bujanovac sever",410,810,1220,2440,4870,4,7,10.5,21,42
"Niš istok","Bujanovac jug",420,830,1250,2500,5000,4,7.5,11,21.5,43
"Niš istok","Preševo",470,950,1420,2840,5670,4.5,8.5,12.5,24.5,48.5
"Niš istok","Dimitrovgrad",300,590,890,1780,3570,3,5.5,8,15.5,30.5
"Niš istok","Šid",870,1730,2600,5190,10380,8,15,23,45,89.5
"Niš istok","Adaševci",610,1210,1820,3630,7260,5.5,10.5,16,31.5,62.5
"Niš istok","Kuzmin",810,1610,2410,4820,9630,7.5,14,21.5,42,83
"Niš istok","Sremska Mitrovica",750,1490,2240,4460,8930,7,13,20,39,77
"Niš istok","Ruma",720,1420,2140,4270,8530,6.5,12.5,19,37,73.5
"Niš istok","Pećinci",680,1350,2030,4050,8100,6.5,12,18,35.5,70
"Niš istok","Takovo",880,1750,2630,5250,10500,8,15.5,23,45.5,90.5
"Niš istok","Preljina jug",940,1870,2810,5610,11210,8.5,16.5,24.5,48.5,96.5
"Niš istok","Obrenovac",610,1210,1820,3630,7260,5.5,10.5,16,31.5,62.5
"Niš istok","Ub",680,1360,2040,4070,8140,6.5,12,18,35.5,70.5
"Niš istok","Lajkovac",720,1430,2160,4300,8610,6.5,12.5,19,37.5,74.5
"Niš istok","Ljig",790,1570,2360,4710,9420,7.5,14,21,41,81
"Niš istok","Merošina",50,100,150,300,610,0.5,1,1.5,3,5.5
"Niš istok","Niš sever",20,40,50,110,220,0.5,0.5,0.5,1,2
"Niš istok","Niš Malča",20,40,60,120,240,0.5,0.5,1,1.5,2.5
"Niš istok","Bela Palanka",110,220,330,670,1340,1,2,3,6,11.5
"Niš istok","Pirot zapad",180,360,540,1090,2180,2,3.5,5,9.5,19
"Niš istok","Pirot istok",220,430,650,1300,2600,2,4,6,11.5,22.5
"Niš istok","Čačak (Pakovraće)",970,1930,2900,5790,11570,9,17,25.5,50,99.5
"Niš istok","Hrtkovci",750,1490,2240,4460,8930,7,13,20,39,77
"Niš istok","Šabac",790,1560,2350,4690,9380,7.5,13.5,21,41,81
"Niš istok","Kruševac istok",250,500,750,1510,3020,2.5,4.5,6.5,13,26
"Niš istok","Kruševac zapad",260,510,770,1540,3080,2.5,4.5,7,13.5,26.5
"Niš istok","Koševi",270,550,820,1640,3280,2.5,5,7.5,14.5,28.5
"Niš istok","Velika Drenova",290,590,880,1770,3540,2.5,5.5,8,15.5,30.5
"Niš istok","Trstenik",330,670,1000,2000,4000,3,6,9,17.5,34.5
"Niš istok","Vrnjačka Banja",370,730,1100,2190,4390,3.5,6.5,9.5,19,38
"Niš istok","Lučani",1040,2070,3110,6210,12420,9.5,18,27.5,54,107
"Niš istok","Prilipac",1090,2160,3250,6490,12980,10,19,28.5,56,111.5
"Niš istok","Vrba",400,810,1210,2420,4850,3.5,7,10.5,21,41.5
"Niš istok","Adrani",1020,2020,3040,6060,12130,9.5,17.5,26.5,52.5,104.5
"Niš Malča","Subotica",1050,2100,3150,6290,12600,9.5,18.5,27.5,54.5,108
"Niš Malča","Žednik",1000,1980,2980,5950,11920,9,17.5,26,51.5,102.5
"Niš Malča","Bačka Topola",960,1920,2880,5750,11510,8.5,17,25.5,50,99
"Niš Malča","Feketić",910,1800,2710,5410,10840,8,16,24,47,93
"Niš Malča","Vrbas",880,1750,2630,5250,10510,8,15.5,23,45.5,90.5
"Niš Malča","Zmajevo",840,1680,2520,5040,10090,7.5,15,22,44,87
"Niš Malča","Novi Sad",800,1590,2390,4770,9550,7,14,21,41.5,82
"Niš Malča","Kovilj",750,1480,2230,4450,8920,7,13,19.5,38.5,77
"Niš Malča","Beška",700,1400,2100,4190,8390,6.5,12.5,18.5,36.5,72.5
"Niš Malča","Maradik",690,1370,2060,4120,8240,6.5,12.5,18.5,36,71
"Niš Malča","Inđija",680,1350,2020,4040,8090,6,12,18,35,69.5
"Niš Malča","Beograd",630,1250,1880,3750,7510,5.5,11,16.5,32.5,64.5
"Niš Malča","Mali Požarevac",570,1150,1720,3450,6900,5,10,15,29.5,59
"Niš Malča","Umčari",560,1110,1670,3340,6690,5,9.5,14.5,29,57.5
"Niš Malča","Vodanj",540,1080,1620,3250,6490,5,9.5,14,28,55.5
"Niš Malča","Kolari",520,1050,1570,3140,6290,4.5,9,13.5,27,54
"Niš Malča","Smederevo",510,1020,1530,3050,6100,4.5,9,13.5,26.5,52.5
"Niš Malča","Požarevac",500,1010,1510,3030,6050,4.5,9,13,26,52
"Niš Malča","Velika Plana",430,850,1280,2550,5110,4,7.5,11,22,44
"Niš Malča","Markovac",390,790,1180,2360,4730,3.5,7,10.5,20.5,40.5
"Niš Malča","Lapovo",380,750,1130,2260,4520,3.5,6.5,10,19.5,39
"Niš Malča","Batočina",370,730,1100,2200,4390,3.5,6.5,9.5,19,38
"Niš Malča","Jagodina",310,610,920,1840,3680,3,5.5,8,16,31.5
"Niš Malča","Ćuprija",270,540,810,1630,3250,2.5,5,7,14,28
"Niš Malča","Paraćin",240,480,730,1450,2900,2.5,4.5,6.5,12.5,25
"Niš Malča","Ćićevac",220,440,660,1320,2650,2,4,6,11.5,23
"Niš Malča","Ražanj",170,350,520,1040,2080,1.5,3,4.5,9,18
"Niš Malča","Aleksinački Rudnici",120,230,350,700,1400,1.5,2,3,6,12
"Niš Malča","Aleksinac",100,210,310,620,1230,1,2,3,5.5,11
"Niš Malča","Niš jug",60,110,170,330,660,1,1,1.5,3,6
"Niš Malča","Doljevac",100,200,300,600,1200,1,2,3,5.5,10.5
"Niš Malča","Brestovac",120,230,350,700,1390,1.5,2,3,6,12
"Niš Malča","Leskovac centar",140,270,410,820,1630,1.5,2.5,4,7.5,14
"Niš Malča","Leskovac jug",180,360,540,1080,2160,2,3.5,5,9.5,18.5
"Niš Malča","Grdelica",210,420,630,1260,2530,2,4,5.5,11,22
"Niš Malča","Predejane",260,510,770,1530,3060,2.5,4.5,7,13.5,26.5
"Niš Malča","Vladičin Han",320,650,970,1950,3900,3,6,8.5,17,33.5
"Niš Malča","Vranje",390,780,1170,2330,4670,3.5,7,10,20,40
"Niš Malča","Bujanovac sever",430,850,1280,2560,5120,4,7.5,11,22,44
"Niš Malča","Bujanovac jug",440,870,1310,2620,5240,4,7.5,11.5,22.5,45
"Niš Malča","Preševo",490,990,1480,2960,5920,4.5,8.5,13,25.5,51
"Niš Malča","Dimitrovgrad",280,550,830,1660,3320,2.5,5,7.5,14.5,28.5
"Niš Malča","Šid",890,1770,2660,5310,10630,8,15.5,23.5,46,91.5
"Niš Malča","Adaševci",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Niš Malča","Kuzmin",830,1650,2470,4940,9880,7.5,14.5,22,43,85
"Niš Malča","Sremska Mitrovica",770,1530,2300,4580,9180,7,13.5,20.5,40,79
"Niš Malča","Ruma",740,1460,2200,4390,8780,6.5,13,19.5,38,75.5
"Niš Malča","Pećinci",700,1390,2090,4170,8350,6.5,12.5,18.5,36.5,72
"Niš Malča","Takovo",900,1790,2690,5370,10750,8,16,23.5,46.5,92.5
"Niš Malča","Preljina jug",960,1910,2870,5730,11460,8.5,17,25,49.5,98.5
"Niš Malča","Obrenovac",630,1250,1880,3750,7510,5.5,11,16.5,32.5,64.5
"Niš Malča","Ub",700,1400,2100,4190,8390,6.5,12.5,18.5,36.5,72.5
"Niš Malča","Lajkovac",740,1470,2220,4420,8860,6.5,13,19.5,38.5,76.5
"Niš Malča","Ljig",810,1610,2420,4830,9670,7.5,14.5,21.5,42,83
"Niš Malča","Merošina",70,140,210,430,850,1,1.5,2,4,7.5
"Niš Malča","Niš sever",40,80,120,230,460,0.5,1,1.5,2,4
"Niš Malča","Niš istok",20,40,60,120,240,0.5,0.5,1,1.5,2.5
"Niš Malča","Bela Palanka",90,180,270,550,1090,1,2,2.5,5,9.5
"Niš Malča","Pirot zapad",160,320,480,970,1930,1.5,3,4.5,8.5,16.5
"Niš Malča","Pirot istok",200,390,590,1180,2350,2,3.5,5.5,10.5,20.5
"Niš Malča","Čačak (Pakovraće)",990,1970,2960,5910,11820,9,17.5,26,51,101.5
"Niš Malča","Hrtkovci",770,1530,2300,4580,9180,7,13.5,20.5,40,79
"Niš Malča","Šabac",810,1600,2410,4810,9630,7.5,14,21.5,42,83
"Niš Malča","Kruševac istok",270,540,820,1630,3260,2.5,5,7.5,14,28
"Niš Malča","Kruševac zapad",280,550,830,1660,3320,2.5,5,7.5,14.5,28.5
"Niš Malča","Koševi",290,590,880,1760,3530,2.5,5.5,8,15.5,30.5
"Niš Malča","Velika Drenova",310,630,940,1890,3780,3,5.5,8.5,16.5,32.5
"Niš Malča","Trstenik",350,710,1060,2120,4240,3,6.5,9.5,18.5,36.5
"Niš Malča","Vrnjačka Banja",390,770,1160,2320,4630,3.5,7,10,20,40
"Niš Malča","Lučani",1060,2110,3170,6330,12670,9.5,18.5,28,55,109
"Niš Malča","Prilipac",1110,2200,3310,6610,13230,10,19.5,29,57,113.5
"Niš Malča","Vrba",420,850,1270,2550,5090,4,7.5,11,22,43.5
"Niš Malča","Adrani",1040,2060,3100,6180,12380,9.5,18,27,53.5,106.5
"Bela Palanka","Subotica",1140,2280,3420,6840,13690,10.5,20,29.5,59,117
"Bela Palanka","Žednik",1090,2160,3250,6500,13010,10,19,28,56,111.5
"Bela Palanka","Bačka Topola",1050,2100,3150,6300,12600,9.5,18.5,27.5,54.5,108
"Bela Palanka","Feketić",1000,1980,2980,5960,11930,9,17.5,26,51.5,102
"Bela Palanka","Vrbas",970,1930,2900,5800,11600,9,17,25,50,99.5
"Bela Palanka","Zmajevo",930,1860,2790,5590,11180,8.5,16.5,24,48.5,96
"Bela Palanka","Novi Sad",890,1770,2660,5320,10640,8,15.5,23,46,91
"Bela Palanka","Kovilj",840,1660,2500,5000,10010,8,14.5,21.5,43,86
"Bela Palanka","Beška",790,1580,2370,4740,9480,7.5,14,20.5,41,81.5
"Bela Palanka","Maradik",780,1550,2330,4670,9330,7.5,14,20.5,40.5,80
"Bela Palanka","Inđija",770,1530,2290,4590,9180,7,13.5,20,39.5,78.5
"Bela Palanka","Beograd",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Bela Palanka","Mali Požarevac",670,1330,2000,4000,7990,6,11.5,17.5,34.5,68.5
"Bela Palanka","Umčari",650,1300,1940,3890,7780,6,11.5,17,33.5,66.5
"Bela Palanka","Vodanj",630,1260,1900,3790,7580,5.5,11,16.5,32.5,65
"Bela Palanka","Kolari",620,1230,1850,3690,7380,5.5,11,16,32,63.5
"Bela Palanka","Smederevo",600,1200,1800,3600,7200,5.5,10.5,15.5,31,62
"Bela Palanka","Požarevac",600,1190,1790,3570,7150,5.5,10.5,15.5,30.5,61.5
"Bela Palanka","Velika Plana",520,1030,1550,3100,6200,4.5,9,13.5,26.5,53
"Bela Palanka","Markovac",480,970,1450,2910,5820,4.5,8.5,12.5,25,50
"Bela Palanka","Lapovo",470,940,1400,2810,5610,4.5,8.5,12,24.5,48
"Bela Palanka","Batočina",460,910,1370,2740,5490,4,8,12,23.5,47
"Bela Palanka","Jagodina",400,800,1190,2390,4770,3.5,7,10.5,20.5,41
"Bela Palanka","Ćuprija",360,720,1090,2170,4340,3.5,6.5,9.5,19,37.5
"Bela Palanka","Paraćin",330,670,1000,2000,3990,3,6,9,17.5,34.5
"Bela Palanka","Ćićevac",310,620,930,1870,3740,3,5.5,8,16,32
"Bela Palanka","Ražanj",260,530,790,1590,3180,2.5,5,7,14,27.5
"Bela Palanka","Aleksinački Rudnici",210,410,620,1240,2490,2,4,5.5,11,21.5
"Bela Palanka","Aleksinac",190,390,580,1160,2320,2,3.5,5,10,20
"Bela Palanka","Niš jug",150,290,440,880,1750,1.5,2.5,4,8,15
"Bela Palanka","Doljevac",190,380,570,1140,2290,2,3.5,5,10,20
"Bela Palanka","Brestovac",210,410,620,1240,2490,2,4,5.5,11,21.5
"Bela Palanka","Leskovac centar",230,450,680,1360,2720,2,4,6,12,23.5
"Bela Palanka","Leskovac jug",270,540,810,1630,3250,2.5,5,7,14,28
"Bela Palanka","Grdelica",300,600,900,1810,3620,3,5.5,8,15.5,31
"Bela Palanka","Predejane",350,690,1040,2080,4150,3,6,9,18,35.5
"Bela Palanka","Vladičin Han",420,830,1250,2490,4990,4,7.5,11,21.5,43
"Bela Palanka","Vranje",480,960,1440,2880,5760,4.5,8.5,12.5,25,49.5
"Bela Palanka","Bujanovac sever",520,1040,1550,3110,6210,4.5,9,13.5,27,53.5
"Bela Palanka","Bujanovac jug",530,1060,1580,3170,6340,5,9.5,13.5,27.5,54.5
"Bela Palanka","Preševo",580,1170,1750,3500,7010,5,10,15,30,60
"Bela Palanka","Dimitrovgrad",190,370,560,1120,2230,2,3.5,5,10,19.5
"Bela Palanka","Šid",980,1950,2930,5860,11720,9,17,25.5,50.5,100.5
"Bela Palanka","Adaševci",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Bela Palanka","Kuzmin",920,1830,2740,5490,10970,8.5,16,24,47.5,94
"Bela Palanka","Sremska Mitrovica",860,1710,2570,5130,10270,8,15,22.5,44.5,88
"Bela Palanka","Ruma",830,1640,2470,4940,9870,7.5,14.5,21.5,42.5,84.5
"Bela Palanka","Pećinci",790,1570,2360,4720,9440,7.5,14,20.5,41,81
"Bela Palanka","Takovo",990,1970,2960,5920,11840,9,17.5,25.5,51,101.5
"Bela Palanka","Preljina jug",1050,2090,3140,6280,12550,9.5,18.5,27,54,107.5
"Bela Palanka","Obrenovac",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Bela Palanka","Ub",790,1580,2370,4740,9480,7.5,14,20.5,41,81.5
"Bela Palanka","Lajkovac",830,1650,2490,4970,9950,7.5,14.5,21.5,43,85.5
"Bela Palanka","Ljig",900,1790,2690,5380,10760,8.5,16,23.5,46.5,92
"Bela Palanka","Merošina",160,320,490,970,1940,1.5,3,4.5,8.5,17
"Bela Palanka","Niš sever",130,260,390,780,1560,1.5,2.5,3.5,7,13.5
"Bela Palanka","Niš istok",110,220,330,670,1340,1,2,3,6,11.5
"Bela Palanka","Niš Malča",90,180,270,550,1090,1,2,2.5,5,9.5
"Bela Palanka","Pirot zapad",70,140,210,420,840,1,1.5,2,4,7.5
"Bela Palanka","Pirot istok",110,210,320,630,1260,1,2,3,5.5,11
"Bela Palanka","Čačak (Pakovraće)",1080,2150,3230,6460,12910,10,19,28,55.5,110.5
"Bela Palanka","Hrtkovci",860,1710,2570,5130,10270,8,15,22.5,44.5,88
"Bela Palanka","Šabac",900,1780,2680,5360,10720,8.5,15.5,23.5,46.5,92
"Bela Palanka","Kruševac istok",360,730,1090,2180,4360,3.5,6.5,9.5,19,37.5
"Bela Palanka","Kruševac zapad",370,740,1100,2210,4410,3.5,6.5,9.5,19,38
"Bela Palanka","Koševi",380,770,1150,2310,4620,3.5,7,10,20,39.5
"Bela Palanka","Velika Drenova",410,810,1220,2440,4870,4,7,10.5,21,42
"Bela Palanka","Trstenik",440,890,1330,2670,5330,4,8,11.5,23,46
"Bela Palanka","Vrnjačka Banja",480,950,1430,2860,5720,4.5,8.5,12.5,24.5,49
"Bela Palanka","Lučani",1150,2290,3440,6880,13760,10.5,20,30,59.5,118
"Bela Palanka","Prilipac",1200,2380,3580,7160,14320,11,21,31,61.5,122.5
"Bela Palanka","Vrba",520,1030,1550,3090,6180,4.5,9,13.5,26.5,53
"Bela Palanka","Adrani",1130,2240,3370,6730,13470,10.5,19.5,29,58,115.5
"Pirot zapad","Subotica",1210,2420,3630,7260,14530,11,21,31.5,62.5,124.5
"Pirot zapad","Žednik",1160,2300,3460,6920,13850,10.5,20,30,59.5,119
"Pirot zapad","Bačka Topola",1120,2240,3360,6720,13440,10,19.5,29.5,58,115.5
"Pirot zapad","Feketić",1070,2120,3190,6380,12770,9.5,18.5,28,55,109.5
"Pirot zapad","Vrbas",1040,2070,3110,6220,12440,9.5,18,27,53.5,107
"Pirot zapad","Zmajevo",1000,2000,3000,6010,12020,9,17.5,26,52,103.5
"Pirot zapad","Novi Sad",960,1910,2870,5740,11480,8.5,16.5,25,49.5,98.5
"Pirot zapad","Kovilj",910,1800,2710,5420,10850,8.5,15.5,23.5,46.5,93.5
"Pirot zapad","Beška",860,1720,2580,5160,10320,8,15,22.5,44.5,89
"Pirot zapad","Maradik",850,1690,2540,5090,10170,8,15,22.5,44,87.5
"Pirot zapad","Inđija",840,1670,2500,5010,10020,7.5,14.5,22,43,86
"Pirot zapad","Beograd",790,1570,2360,4720,9440,7,13.5,20.5,40.5,81
"Pirot zapad","Mali Požarevac",740,1470,2210,4410,8830,6.5,13,19,38,75.5
"Pirot zapad","Umčari",720,1440,2150,4310,8620,6.5,12.5,18.5,37,74
"Pirot zapad","Vodanj",700,1400,2110,4210,8420,6,12,18.5,36,72
"Pirot zapad","Kolari",680,1370,2060,4110,8220,6,12,18,35.5,70.5
"Pirot zapad","Smederevo",670,1340,2010,4020,8030,6,11.5,17.5,34.5,69
"Pirot zapad","Požarevac",670,1330,2000,3990,7990,6,11.5,17.5,34.5,68.5
"Pirot zapad","Velika Plana",590,1170,1760,3520,7040,5.5,10,15.5,30.5,60.5
"Pirot zapad","Markovac",550,1110,1660,3330,6660,5,9.5,14.5,28.5,57
"Pirot zapad","Lapovo",540,1070,1610,3220,6450,5,9.5,14,28,55.5
"Pirot zapad","Batočina",530,1050,1580,3160,6320,5,9,13.5,27,54
"Pirot zapad","Jagodina",470,940,1400,2810,5610,4.5,8.5,12,24.5,48
"Pirot zapad","Ćuprija",430,860,1300,2590,5180,4,7.5,11.5,22.5,44.5
"Pirot zapad","Paraćin",400,810,1210,2420,4830,3.5,7,10.5,21,41.5
"Pirot zapad","Ćićevac",380,760,1140,2290,4580,3.5,6.5,10,20,39.5
"Pirot zapad","Ražanj",330,670,1000,2010,4020,3,6,9,17.5,34.5
"Pirot zapad","Aleksinački Rudnici",280,550,830,1660,3330,2.5,5,7.5,14.5,28.5
"Pirot zapad","Aleksinac",260,530,790,1580,3160,2.5,5,7,13.5,27
"Pirot zapad","Niš jug",220,430,650,1300,2590,2,4,6,11.5,22.5
"Pirot zapad","Doljevac",260,520,780,1560,3130,2.5,4.5,7,13.5,27
"Pirot zapad","Brestovac",280,550,830,1660,3320,2.5,5,7.5,14.5,28.5
"Pirot zapad","Leskovac centar",300,590,890,1780,3560,3,5.5,8,15.5,30.5
"Pirot zapad","Leskovac jug",340,680,1020,2050,4090,3,6,9,18,35
"Pirot zapad","Grdelica",370,740,1110,2230,4460,3.5,6.5,9.5,19.5,38.5
"Pirot zapad","Predejane",420,830,1250,2500,4990,4,7.5,11,21.5,43
"Pirot zapad","Vladičin Han",490,970,1460,2910,5830,4.5,8.5,12.5,25,50
"Pirot zapad","Vranje",550,1100,1650,3300,6600,5,9.5,14.5,28.5,56.5
"Pirot zapad","Bujanovac sever",590,1170,1760,3520,7050,5.5,10,15.5,30.5,60.5
"Pirot zapad","Bujanovac jug",600,1200,1790,3590,7170,5.5,10.5,15.5,31,61.5
"Pirot zapad","Preševo",650,1310,1960,3920,7850,6,11.5,17,33.5,67.5
"Pirot zapad","Dimitrovgrad",120,230,350,700,1390,1.5,2,3,6,12
"Pirot zapad","Šid",1050,2090,3140,6280,12560,9.5,18,27.5,54,108
"Pirot zapad","Adaševci",790,1570,2360,4720,9440,7,13.5,20.5,40.5,81
"Pirot zapad","Kuzmin",990,1970,2950,5910,11810,9,17,26,51,101.5
"Pirot zapad","Sremska Mitrovica",930,1850,2780,5550,11110,8.5,16,24.5,48,95.5
"Pirot zapad","Ruma",900,1780,2680,5360,10710,8,15.5,23.5,46,92
"Pirot zapad","Pećinci",860,1710,2570,5140,10280,8,15,22.5,44.5,88.5
"Pirot zapad","Takovo",1060,2110,3170,6340,12680,9.5,18.5,27.5,54.5,109
"Pirot zapad","Preljina jug",1120,2230,3350,6700,13390,10,19.5,29,57.5,115
"Pirot zapad","Obrenovac",790,1570,2360,4720,9440,7,13.5,20.5,40.5,81
"Pirot zapad","Ub",860,1720,2580,5160,10320,8,15,22.5,44.5,89
"Pirot zapad","Lajkovac",900,1790,2700,5390,10790,8,15.5,23.5,46.5,93
"Pirot zapad","Ljig",970,1930,2900,5800,11600,9,17,25.5,50,99.5
"Pirot zapad","Merošina",230,460,700,1390,2780,2,4,6,12,24
"Pirot zapad","Niš sever",200,400,600,1200,2390,2,3.5,5.5,10.5,20.5
"Pirot zapad","Niš istok",180,360,540,1090,2180,2,3.5,5,9.5,19
"Pirot zapad","Niš Malča",160,320,480,970,1930,1.5,3,4.5,8.5,16.5
"Pirot zapad","Bela Palanka",70,140,210,420,840,1,1.5,2,4,7.5
"Pirot zapad","Pirot istok",40,70,110,210,420,0.5,1,1,2,4
"Pirot zapad","Čačak (Pakovraće)",1150,2290,3440,6880,13750,10.5,20,30,59,118
"Pirot zapad","Hrtkovci",930,1850,2780,5550,11110,8.5,16,24.5,48,95.5
"Pirot zapad","Šabac",970,1920,2890,5780,11560,9,16.5,25.5,50,99.5
"Pirot zapad","Kruševac istok",430,870,1300,2600,5190,4,7.5,11.5,22.5,44.5
"Pirot zapad","Kruševac zapad",440,880,1310,2630,5250,4,8,11.5,22.5,45
"Pirot zapad","Koševi",450,910,1360,2730,5460,4,8,12,23.5,47
"Pirot zapad","Velika Drenova",480,950,1430,2860,5710,4.5,8.5,12.5,24.5,49
"Pirot zapad","Trstenik",510,1030,1540,3090,6170,4.5,9,13.5,26.5,53
"Pirot zapad","Vrnjačka Banja",550,1090,1640,3280,6560,5,9.5,14.5,28.5,56.5
"Pirot zapad","Lučani",1220,2430,3650,7300,14600,11,21,32,63,125.5
"Pirot zapad","Prilipac",1270,2520,3790,7580,15160,11.5,22,33,65,130
"Pirot zapad","Vrba",590,1170,1760,3510,7020,5.5,10,15.5,30,60
"Pirot zapad","Adrani",1200,2380,3580,7150,14310,11,20.5,31,61.5,123
"Pirot istok","Subotica",980,2490,3730,7470,14950,11.5,22,32.5,64.5,128
"Pirot istok","Žednik",1190,2370,3560,7130,14270,11,21,31,61.5,122.5
"Pirot istok","Bačka Topola",1150,2310,3460,6930,13860,10.5,20.5,30.5,60,119
"Pirot istok","Feketić",1100,2190,3290,6590,13190,10,19.5,29,57,113
"Pirot istok","Vrbas",1070,2140,3210,6430,12860,10,19,28,55.5,110.5
"Pirot istok","Zmajevo",1030,2070,3100,6220,12440,9.5,18.5,27,54,107
"Pirot istok","Novi Sad",990,1980,2970,5950,11900,9,17.5,26,51.5,102
"Pirot istok","Kovilj",940,1870,2810,5630,11270,9,16.5,24.5,48.5,97
"Pirot istok","Beška",890,1790,2680,5370,10740,8.5,16,23.5,46.5,92.5
"Pirot istok","Maradik",880,1760,2640,5300,10590,8.5,16,23.5,46,91
